epoch,loss,val_loss
0,25.725694438389368,8.445422744750976
1,8.391095515659877,8.478718376159668
2,8.004959447043282,7.829988261631557
3,7.683225522722517,7.6740568842206685
4,7.630385766710554,7.464818382263184
5,7.357661901201521,7.279729352678571
6,7.170068318503244,6.879541819436209
7,6.724828025272914,6.571683161599296
8,6.41859906060355,6.451481192452567
9,6.30556150163923,6.28264912196568
10,6.032142775399344,6.019407721928188
11,5.905042225973947,5.97986729485648
12,5.739725848606654,5.613507679530552
13,5.591464029039655,5.57256065096174
14,5.482426970345633,5.209486757005964
15,5.32182434626988,5.183225127628871
16,5.268621785300119,5.3700349943978445
17,5.245866189684187,5.049745873042515
18,5.097547122410366,5.111188970293317
19,5.000725514548165,4.904552514212472
20,4.932924897330148,4.836743927001953
21,4.922516577584403,5.014136150905064
22,4.871331855228969,4.944992746625628
23,4.8932273456028526,4.727376706259591
24,4.795635877336775,4.692906297956195
25,4.715350818634033,4.689177703857422
26,4.70385765348162,4.69271696635655
27,4.662110137939453,4.662790257590157
28,4.659547301701137,4.639677592686245
29,4.605983734130859,4.711762074061802
30,4.624867289406913,4.4408970696585515
31,4.482349572862898,4.467428602491107
32,4.547945158822196,4.448561981746129
33,4.487330770492553,4.622719015393939
34,4.465304497310093,4.6242751121521
35,4.438685028893607,4.46032338823591
36,4.363588442121233,4.502535493033273
37,4.485612876074654,4.329578386034284
38,4.379556553704398,4.375964532579695
39,4.2692046574183875,4.222573348454067
40,4.336216838019235,4.3463410377502445
41,4.251992327826364,4.185073838915144
42,4.267480189459665,4.205449390411377
43,4.327086094447544,4.230683898925781
44,4.27365414755685,4.138728550502232
45,4.268715231759208,4.1740847723824634
46,4.25674637385777,4.179051453726633
47,4.247626045772008,4.301709856305804
48,4.239681652614048,4.209929289136614
49,4.192576946531023,4.168673556191581
50,4.1949052878788535,4.217926352364676
51,4.127121114730835,4.357302175249372
52,4.084961904798235,4.258382279532296
53,4.060847670691354,4.120932647160122
54,4.157040166854858,4.143108354296003
55,4.124282939093454,3.978199849809919
56,4.072398751122611,4.02092170715332
57,4.1131915092468265,4.103256171090262
58,4.020870910372053,4.021948937007359
59,4.042071328844343,4.012145274026054
60,3.96557480267116,4.000743307386126
61,4.015798262187412,3.977193914140974
62,4.0220343794141495,3.9495032174246654
63,3.9303325176239015,3.9384903430938722
64,3.9491335800715857,4.052844565255302
65,3.9183982372283936,3.9755475521087646
66,3.9768894331795828,3.919421672821045
67,3.971178981236049,3.8943443298339844
68,3.9445530005863736,3.9568340710231236
69,3.902042743137905,3.897256306239537
70,3.942613710675921,4.0598082406180245
71,3.8874993869236536,4.028568662915911
72,3.9243242263793947,3.819198840005057
73,3.8870807307107107,3.9253357069832937
74,3.7958330018179756,4.010354205540248
75,3.7752958842686244,3.909524863106864
76,3.863421208517892,4.041148117610386
77,3.850980826786586,3.8325044768197194
78,3.895573697771345,4.087510449545724
79,3.8796375206538607,3.881798839569092
80,3.8549895354679653,3.859652239935739
81,3.85266204561506,4.007078538622175
82,3.8551853861127583,3.8762091636657714
83,3.8352686541421073,3.922646999359131
84,3.7912940434047155,3.865360920769828
85,3.7931478909083776,3.9225782939365934
86,3.7858745302472796,3.9402775083269392
87,3.8832838330950055,3.9249487263815745
88,3.780003479548863,3.7947978837149483
89,3.7902000972202847,3.7375362464359827
90,3.7741475105285645,3.8440803595951625
91,3.8263004439217703,3.8754167897360667
92,3.7709766932896205,3.739473615373884
93,3.720647096633911,3.7764588492257256
94,3.7381300926208496,3.7268353257860456
95,3.7227013451712474,3.7424115862165177
96,3.7179973806653703,3.710184213093349
97,3.812853956222534,3.7373959268842425
98,3.7068965230669293,3.791621323994228
99,3.7418566363198416,3.743439197540283
100,3.8158486570630754,3.8196103164127897
101,3.672001702444894,3.854292964935303
102,3.7812721388680592,3.8588920525142125
103,3.639442273548671,3.850323786054339
104,3.6762463978358677,3.76123411996024
105,3.696740818023682,3.828930016926357
106,3.6986889702933174,3.7917771884373255
107,3.688993058885847,3.823972702026367
108,3.7124513489859443,3.815450600215367
109,3.7288491453443253,3.8456990786961147
110,3.6564112663269044,3.775077084132603
111,3.7201664992741175,3.71780743598938
112,3.7225357600620814,3.761493124280657
113,3.7439310346330914,3.9263117245265415
114,3.705314990452358,3.7549386501312254
115,3.6577413286481586,3.680450303213937
116,3.5949985776628766,3.6814714091164724
117,3.7142652034759522,3.6949448108673097
118,3.654104484830584,3.8591429710388185
119,3.6272312436785015,3.650574254989624
120,3.600526305607387,3.8149558816637312
121,3.6567502634865896,3.7797362327575685
122,3.6517221927642822,3.9258896010262627
123,3.675214011328561,3.726489155633109
124,3.589572715759277,3.837338161468506
125,3.6125858511243547,3.674702106203352
126,3.6766919612884523,3.774026427950178
127,3.622399050848825,3.732860061100551
128,3.7042385986873083,3.6442259447915215
129,3.6257627964019776,3.6855083056858606
130,3.593881368637085,3.6217411177498953
131,3.5678942952837263,3.7614095074789864
132,3.6055621079036166,3.813750743865967
133,3.611063800539289,3.8089933599744525
134,3.561647094999041,3.7939490045819966
135,3.5438502107347762,3.562549843106951
136,3.5556356157575335,3.6539468356541227
137,3.598948151724679,3.729057318823678
138,3.5888936860220775,3.655520227977208
139,3.5129427773611885,3.621256460462298
140,3.608964007241385,3.604167079925537
141,3.633972964968,3.6413039479936873
142,3.5984667369297574,3.7570916720799037
143,3.641444322041103,3.612465865271432
144,3.557596261160714,3.5746390070234026
145,3.5653525420597623,3.6000374521527974
146,3.6086716992514476,3.5625174249921527
147,3.5986017840249196,3.648112644468035
148,3.5573486396244594,3.6593387603759764
149,3.589457961491176,3.7190026010785786
150,3.4920986448015485,3.5855722972324915
151,3.5868972437722344,3.6933804852621894
152,3.538403708594186,3.5795728615352087
153,3.5870880603790285,3.7278566360473633
154,3.5448277064732143,3.6802714484078543
155,3.488888474873134,3.661888974053519
156,3.5785750116620747,3.5913527488708494
157,3.600475113732474,3.7145724637167796
158,3.5507097244262695,3.677925327845982
159,3.5126873901912146,3.735040753228324
160,3.522301619393485,3.746535233088902
161,3.4816573074885775,3.63789324760437
162,3.526936898912702,3.5813904081072128
163,3.5272046974727087,3.6072766508374894
164,3.5759159769330706,3.5419401781899587
165,3.471247713906424,3.536173221043178
166,3.433234827859061,3.7897218363625664
167,3.543653849193028,3.63991379737854
168,3.536172505787441,3.6072285720280237
169,3.4990847587585447,3.7110257421221053
170,3.4628326211656844,3.643483659199306
171,3.501285443987165,3.618154307774135
172,3.5253450734274727,3.554209225518363
173,3.4755586624145507,3.610354028429304
174,3.5758946214403426,3.7407565321241107
175,3.5693185806274412,3.9247785704476494
176,3.4315735885075163,3.623969738824027
177,3.552310916355678,3.5910768508911133
178,3.4874976430620466,3.8029588222503663
179,3.471067122050694,3.600903797149658
180,3.472599574497768,3.7306004183632986
181,3.5261799335479735,3.675520202091762
182,3.4604084491729736,3.8069214412144254
183,3.5793534619467597,3.706345558166504
184,3.5401369231087823,3.593625545501709
185,3.5460526398250036,3.6885844366891045
186,3.5205044065202986,3.6501829283578053
187,3.5178375652858187,3.652297285624913
188,3.4521150044032507,3.603182418005807
189,3.4758450167519706,3.6028576987130303
190,3.5265951633453367,3.868452889578683
191,3.5028299127306255,3.5669577598571776
192,3.4073716504233222,3.5972783293042863
193,3.3887014252798897,3.740340954916818
194,3.401357228415353,3.5615748950413297
195,3.4848914895738874,3.724758447919573
196,3.4467072214399064,3.581950262614659
197,3.5028140136173795,3.656630516052246
198,3.4854009900774274,3.667381020954677
199,3.464124938419887,3.6462586879730225
