epoch,loss,val_loss
0,22.060002381461008,8.474345888410296
1,8.292930793762206,7.929266425541469
2,7.862806742531912,7.74342325755528
3,7.492203276497977,7.440893881661552
4,7.102237551552909,7.0333135741097585
5,6.983877182006836,7.052344294956752
6,6.925312192099435,6.881913961683001
7,6.677386025020055,6.826987198420933
8,6.651562581743513,6.695247432163783
9,6.603126702989851,6.51214085987636
10,6.414987741197859,6.3584450857979915
11,6.326031371525356,6.425063650948661
12,6.215274034227644,6.257909911019461
13,6.145456205095564,6.247426060267857
14,6.07120087487357,6.124763679504395
15,6.031907217843192,6.064576802934919
16,5.955564635140555,6.184049906049456
17,6.139036396571568,6.101167528969901
18,5.87770174571446,5.924964414324079
19,5.952523231506348,6.072723811013358
20,5.9570393562316895,6.057753562927246
21,5.969538348061698,6.019395474025181
22,5.871956988743373,5.981585829598563
23,5.784403337751116,5.885164315359933
24,5.69495038986206,5.832871150970459
25,5.676293100629534,5.7358572278703965
26,5.60732833317348,5.807581193106515
27,5.649460901532854,5.7269447326660154
28,5.620006084442139,5.641267803737096
29,5.536965247562954,5.598861163003104
30,5.4962754113333565,5.588446480887277
31,5.498401641845703,5.576881231580462
32,5.499892357417515,5.502389921460833
33,5.414149979182652,5.4904175894601
34,5.539049516405378,5.7029273986816404
35,5.571103531973702,5.584266839708601
36,5.458499785831997,5.583069024767195
37,5.5952032225472585,5.853347546713692
38,5.6490703991481235,5.817461449759347
39,5.4359160423278805,5.418851239340646
40,5.305682345799037,5.416138172149658
41,5.27165858404977,5.379204136984689
42,5.189021342141288,5.386263043539865
43,5.210796301705496,5.339152554103307
44,5.1737120083400185,5.347278772081648
45,5.209241567339216,5.414235837118966
46,5.448055798666818,5.338359192439488
47,7.234960079193115,6.285281658172607
48,6.252619089399065,6.110253429412841
49,5.915663596561977,5.865976102011544
50,5.651898901803153,5.652010672433036
51,5.5399332455226356,5.583045605250767
52,5.547160543714251,5.617779758998326
53,5.440414755684989,5.6295650209699355
54,5.38403114591326,5.508894280024937
55,5.422698143550328,5.5619709696088515
56,5.383028139386858,5.424158341544015
57,5.336750330243792,5.420528071267264
58,5.300579697745187,5.428308350699289
59,5.2840088299342565,5.365563910348075
60,5.238339233398437,5.318587453024728
61,5.298164681025914,5.382989992414202
62,5.25056266784668,5.3153501238141745
63,5.22463846206665,5.304046535491944
64,5.180699048723493,5.303942843845912
65,5.183884361812047,5.2662993431091305
66,5.1696001870291575,5.2536545072283065
67,5.146216092790876,5.2285625321524485
68,5.169641426631382,5.2460656711033415
69,5.168903091975621,5.308503709520612
70,5.16030980518886,5.2351833479745045
71,5.10591378893171,5.255855110713414
72,5.053921699523926,5.214166763850621
73,5.136818517957415,5.205812290736607
74,5.079972321646554,5.160111209324428
75,5.064174842834473,5.206893689291817
76,5.1068717411586215,5.280236639295306
77,5.186551938738142,5.223865372794015
78,5.075406960078648,5.2379673412867955
79,5.023303358895438,5.119491372789655
80,4.967062623160226,5.1276140213012695
81,5.014278561728341,5.148822661808559
82,4.997840826851981,5.121063559395926
83,5.005361720493862,5.135334914071219
84,4.977430016653878,5.083359432220459
85,4.896643420628139,5.081843566894531
86,4.937839821406773,5.053271348135812
87,4.9239521435328895,5.057435308183942
88,4.916345936911447,5.069226551055908
89,4.8960957527160645,5.088458320072719
90,4.901818915775844,5.08483738218035
91,15.602546787261963,6.33876222882952
92,6.3308931214468815,6.33310797555106
93,6.2143923350742885,6.2048427173069545
94,5.945967892238072,6.0146346773420065
95,5.879607268742153,5.976262692042759
96,5.740193830217634,5.781786564418248
97,5.63350464957101,5.730441406794957
98,5.629964583260673,5.761592551640102
99,5.579482323782784,5.653981808253697
100,5.499680396488735,5.621004458836147
101,5.4944363185337615,5.626184885842459
102,5.451340729849679,5.549874550955636
103,5.443820476531982,5.539079366411482
104,5.385614122663226,5.513325119018555
105,5.355423109872,5.488340309688023
106,5.346908760070801,5.47368529183524
107,5.285408292497907,5.459547628675188
108,5.353170694623675,5.400998210906982
109,5.285871996198382,5.366714491162981
110,5.254103428976876,5.403250462668282
111,5.207784543718611,5.361568028586252
112,5.282975591932025,5.380759293692453
113,5.257971954345703,5.397509452274868
114,5.209611565726144,5.315300532749721
115,5.177387741633824,5.332407406398228
116,5.160978712354388,5.312362834385463
117,5.1475507872445245,5.334505353655134
118,5.138467761448451,5.296213054656983
119,5.182978275844029,5.319872406550816
120,7.577418095724923,6.044104439871652
121,5.86530955178397,5.765093667166574
122,5.644654410226004,5.559079892294747
123,5.405209418705532,5.553258923121861
124,5.340799713134766,5.468434415544782
125,5.303533227103097,5.427050590515137
126,5.265061214991978,5.444484628949847
127,5.295763315473284,5.389183984483991
128,5.231911604745047,5.359139169965472
129,5.233113602229527,5.378737994602749
130,5.2074674742562435,5.308932209014893
131,5.198979909079416,5.294887488228934
132,5.149286270141602,5.329608522142682
133,5.167677525111607,5.299827439444406
134,5.165267971583775,5.304684284755162
135,5.134014511108399,5.2677087920052665
136,5.1458635330200195,5.2823468208312985
137,5.10898677280971,5.245510264805385
138,5.115291009630476,5.211569132123675
139,5.13662417275565,5.21873117174421
140,5.119874681745257,5.210787337166923
141,5.11248288835798,5.20430566242763
142,5.109674344744001,5.19046414239066
143,5.0878453527178085,5.220734936850412
144,5.052311611175537,5.188109057290213
145,5.039164965493338,5.192233644212995
146,5.048364203316825,5.2368555205208915
147,5.066299779074533,5.230811023712159
148,5.014520454406738,5.149995218004499
149,5.064926365443639,5.233122457776751
150,5.054317283630371,5.174954932076591
151,5.004561070033482,5.130279949733189
152,4.953309331621442,5.146959795270647
153,5.010648659297398,5.147772938864572
154,5.083404445648194,5.4497671263558525
155,5.314775807516916,5.312120968954904
156,5.063394028799874,5.146363135746547
157,5.001981816973005,5.158368246895926
158,5.023029054914202,5.125620310647147
159,4.9587876864842,5.1322426523481095
160,4.994963959285191,5.133643436431885
161,4.996143245697022,5.111373805999756
162,4.964390659332276,5.097976997920445
163,4.996194798605782,5.101903438568115
164,4.997578729901995,5.042840153830392
165,4.9289782524108885,5.076897525787354
166,4.916346618107387,5.050578430720738
167,4.966257395063128,5.0242904254368375
168,4.8569939477103095,5.053161185128348
169,4.902337387629918,5.037232766832624
170,4.897600337437221,5.07744665145874
171,4.893744604928153,5.01211884362357
172,4.879682200295584,5.038680975777762
173,4.853637150355747,5.01975838797433
174,4.81713478905814,5.013153144291469
175,4.880401529584613,5.023454311915806
176,4.912510653904506,5.0701835904802595
177,4.900125435420445,5.04535871233259
178,4.826977225712367,5.018263285500662
179,4.835094738006592,5.016575104849679
180,4.894854259490967,4.996518843514579
181,4.914336354391915,4.990178789411273
182,4.84937037059239,4.996833624158587
183,4.860192598615374,4.965218870980399
184,4.825360679626465,4.9556506156921385
185,4.827828311920166,4.973300838470459
186,4.80901734488351,4.9460223742893765
187,4.808921541486468,4.942851393563407
188,4.907277802058629,5.104689843314034
189,4.970307813371931,5.041248771122524
190,4.919432708195278,5.0382255281720845
191,4.871365342821393,4.972352341243199
192,4.811493355887277,4.974045331137521
193,4.812653882162912,4.903758144378662
194,4.799156393323626,4.965230941772461
195,4.729612800053188,4.917696598597935
196,4.802644879477365,4.956727613721575
197,4.77668274470738,4.9282386779785154
198,4.788411658150809,4.924024132319859
199,4.836408928462437,5.02333277293614
200,4.7982109342302595,5.015509959629604
201,4.787621252877372,4.962372289385114
