epoch,loss,val_loss
0,22.75875780923026,8.099743352617537
1,8.169668347494943,7.781931577410017
2,7.860125078473772,7.286578818729946
3,7.531544358389718,7.141462530408587
4,7.349989782060896,7.023706654139928
5,7.210758863176618,6.94659264428275
6,7.17160872050694,6.7742714609418595
7,6.851792567116874,6.570406450544085
8,6.501732812608991,6.456215490613665
9,6.287671388898577,6.12433727809361
10,6.123867103031704,6.085287243979318
11,6.00041104725429,5.820412063598633
12,5.7895921570914135,5.638077204568045
13,5.663974462236677,5.448645945957729
14,5.551570034027099,5.465812505994524
15,5.371445396968297,5.333325072697231
16,5.292705372401646,5.280590915679932
17,5.257769080570766,5.218931102752686
18,5.089397621154785,4.96570817402431
19,5.020151397160121,4.85860298701695
