epoch,loss,val_loss
0,21.358302906581333,8.72499269757952
1,8.062971578325545,7.466660036359515
2,7.287103148869106,7.163934026445661
3,6.920833029065814,6.935896614619664
4,6.689144107273647,6.56911894934518
5,6.367735345023019,6.293468502589635
6,6.159226512908935,6.067762756347657
7,6.01530453818185,5.984051827022007
8,5.758140100751604,5.7140349115644185
9,5.60628628049578,5.678832381112235
10,5.508873421805245,5.338784313201904
11,5.282053470611572,5.179933888571603
12,5.236355754307338,5.147448403494699
13,5.15297486441476,5.063711820329939
14,5.0786957332066125,5.0177973338535855
15,4.959760570526123,5.001799637930734
16,4.916255746568952,4.8611002377101356
17,4.9540815353393555,4.942337744576591
18,4.8424759047372,4.799130630493164
19,4.733560085296631,4.788401385716029
