epoch,loss,val_loss
0,18.385077939714705,8.262929044451033
1,8.169091170174735,7.990032986232213
2,7.775279426574707,7.311713191441127
3,7.212782205854143,7.129109219142369
4,6.978646414620536,6.788844926016671
5,6.666667393275669,6.616057872772217
6,6.6185319764273505,6.603040749686105
7,6.394938605172293,6.381097493852888
8,6.337544114249093,6.238531003679548
9,6.186118125915527,6.118475927625384
10,6.0752522604806085,6.240775190080915
11,6.024286760602679,6.239622483934675
12,6.430765070234027,6.49295870917184
13,6.188281032017299,6.139655508313861
14,6.018291991097587,5.999538339887347
15,5.850184113638742,5.9531514304024835
16,5.751600183759417,5.791803428104946
17,5.699203082493374,5.750268363952637
18,5.696038069043841,5.738799599238805
19,5.586101191384452,5.641826139177595
0,24.729403223310197,8.452178001403809
1,8.173837007795061,7.616685690198626
2,7.397558743613107,7.089321231842041
3,6.989250387464251,6.902920436859131
4,6.720467690059117,6.655791691371372
5,6.372947747366769,6.501384449005127
6,6.2096246719360355,5.950362777709961
7,5.944390610286168,5.873165253230503
8,5.75957145690918,5.684452356610979
9,5.587218407222203,5.567152214050293
10,5.531795133863176,5.4511450631277905
11,5.369440569196429,5.250785909380231
12,5.241963086809431,5.1670924731663295
13,5.286940452030727,5.1040390423366
14,5.125028460366385,5.140888895307269
15,4.978680174691337,4.928231743403844
16,4.944973468780518,4.73744215284075
17,4.845648261478969,4.836159787859235
18,4.79465457371303,4.840809576851981
19,4.777328082493374,4.827024895804269
20,4.748087937491281,4.721283667428153
21,4.642659037453788,4.756215463365828
22,4.680224854605538,4.592268548692975
23,4.58104384286063,4.519285801478794
24,4.57453704561506,4.467700454166957
25,4.532870061056954,4.60740385055542
26,4.502186012268067,4.408467469896589
27,4.388359812327794,4.374095794132778
28,4.316550752094813,4.416859940120152
29,4.44799085344587,4.3725072860717775
30,4.380134357724871,4.339151041848319
31,4.367896134512765,4.451782512664795
32,4.386950867516654,4.4206195831298825
33,4.320669140134539,4.246745409284319
34,4.300522708892823,4.337922981807163
35,4.253523513248989,4.138091278076172
36,4.297225993020194,4.150813640866961
37,4.208723143168858,4.305635029929025
38,4.194464077268328,4.052851751872471
39,4.142699132646833,4.332839298248291
40,4.172760139192854,3.9998775005340574
41,4.0813164779118125,4.296715586526053
42,4.132538890838623,4.031296866280692
43,4.039032990591867,4.0529486860547745
44,4.122759866714477,4.080704116821289
45,3.9995928491864885,4.2197890826634
46,4.025463274547032,4.0860037531171525
47,4.03982127734593,3.9288226876940047
48,4.0241352013179235,3.984341709954398
49,3.988397877556937,4.039312907627651
50,3.9401756014142717,3.9424121720450267
51,3.9388311113630023,3.9751533440181186
52,3.9477712426866804,3.92128541128976
53,3.9808787618364607,3.8166482652936664
54,3.9540361540658133,3.9879754747663227
