epoch,loss,val_loss
0,22.08377685546875,8.5885438646589
1,8.132217107500349,7.48806574685233
2,7.34950042452131,7.368046569824219
3,7.030506161281041,6.841366618020194
4,6.5412918499537875,6.457457188197544
5,6.317784949711391,6.157781083243234
6,6.222129045213972,6.050166715894426
7,5.9636619159153526,5.63073490687779
8,5.792217581612723,5.844296169281006
9,5.593823296683175,5.619475173950195
10,5.516656221662249,5.351026916503907
11,5.385988712310791,5.257988902500697
12,5.429810442243304,5.309600993565151
13,5.266721398489816,5.28094618661063
14,5.2399391855512345,5.128749029976981
15,5.070656136104039,5.076696940830776
16,5.023605700901577,5.113177789960589
17,5.004503563472203,4.918364470345633
18,4.9865111214774,4.815311009543283
19,4.911433219909668,4.966841288975307
